,filename,width,height,depth,xmin,ymin,xmax,ymax,name
0,collage631.png,392,392,3,8,1,196,173,cardboard
1,collage631.png,392,392,3,227,70,340,120,glass
2,collage631.png,392,392,3,1,196,162,390,paper
3,collage631.png,392,392,3,228,253,342,374,cardboard
4,collage632.png,392,392,3,1,47,177,169,glass
5,collage632.png,392,392,3,252,1,390,194,glass
6,collage632.png,392,392,3,20,233,123,312,glass
7,collage632.png,392,392,3,225,196,392,391,cardboard
8,collage633.png,392,392,3,38,11,133,172,paper
9,collage633.png,392,392,3,276,81,366,164,glass
10,collage633.png,392,392,3,61,196,182,381,metal
11,collage633.png,392,392,3,225,208,356,354,paper
12,collage634.png,392,392,3,21,27,141,195,glass
13,collage634.png,392,392,3,265,12,357,159,trash
14,collage634.png,392,392,3,10,196,179,392,plastic
15,collage634.png,392,392,3,225,288,364,390,glass
16,collage635.png,392,392,3,1,55,190,155,plastic
17,collage635.png,392,392,3,238,42,355,165,paper
18,collage635.png,392,392,3,1,244,172,391,paper
19,collage635.png,392,392,3,264,196,338,392,glass
20,collage636.png,392,392,3,20,59,184,133,glass
21,collage636.png,392,392,3,240,41,323,194,metal
22,collage636.png,392,392,3,1,197,195,365,paper
23,collage636.png,392,392,3,196,195,392,392,paper
24,collage637.png,392,392,3,20,43,141,148,plastic
25,collage637.png,392,392,3,296,1,392,194,metal
26,collage637.png,392,392,3,1,195,175,378,paper
27,collage637.png,392,392,3,285,238,377,333,plastic
28,collage638.png,392,392,3,1,15,190,168,paper
29,collage638.png,392,392,3,261,51,371,195,glass
30,collage638.png,392,392,3,1,215,196,319,glass
31,collage638.png,392,392,3,252,279,338,358,cardboard
32,collage639.png,392,392,3,1,1,159,193,cardboard
33,collage639.png,392,392,3,205,1,381,170,plastic
34,collage639.png,392,392,3,10,195,178,334,metal
35,collage639.png,392,392,3,266,265,303,310,metal
36,collage640.png,392,392,3,1,1,195,194,plastic
37,collage640.png,392,392,3,197,73,376,194,plastic
38,collage640.png,392,392,3,3,196,177,360,paper
39,collage640.png,392,392,3,197,195,392,391,cardboard
40,collage641.png,392,392,3,1,1,195,195,cardboard
41,collage641.png,392,392,3,196,1,391,194,cardboard
42,collage641.png,392,392,3,17,262,107,330,glass
43,collage641.png,392,392,3,195,197,391,392,cardboard
44,collage642.png,392,392,3,1,1,195,195,glass
45,collage642.png,392,392,3,256,75,295,144,plastic
46,collage642.png,392,392,3,1,196,183,388,paper
47,collage642.png,392,392,3,212,224,378,377,paper
48,collage643.png,392,392,3,1,52,195,193,metal
49,collage643.png,392,392,3,220,45,365,176,paper
50,collage643.png,392,392,3,41,218,176,361,metal
51,collage643.png,392,392,3,240,242,339,369,plastic
52,collage644.png,392,392,3,1,1,196,195,plastic
53,collage644.png,392,392,3,262,79,304,122,metal
54,collage644.png,392,392,3,36,235,137,364,cardboard
55,collage644.png,392,392,3,249,233,354,343,metal
56,collage645.png,392,392,3,1,1,180,156,cardboard
57,collage645.png,392,392,3,197,1,391,194,cardboard
58,collage645.png,392,392,3,7,196,195,392,paper
59,collage645.png,392,392,3,200,197,392,359,paper
60,collage646.png,392,392,3,15,17,145,168,glass
61,collage646.png,392,392,3,240,1,391,168,paper
62,collage646.png,392,392,3,47,248,142,345,metal
63,collage646.png,392,392,3,207,204,391,388,plastic
64,collage647.png,392,392,3,1,1,178,195,cardboard
65,collage647.png,392,392,3,197,1,348,194,metal
66,collage647.png,392,392,3,24,221,146,372,cardboard
67,collage647.png,392,392,3,249,231,316,331,cardboard
68,collage648.png,392,392,3,1,1,196,197,paper
69,collage648.png,392,392,3,197,6,392,187,plastic
70,collage648.png,392,392,3,77,255,120,310,glass
71,collage648.png,392,392,3,221,239,385,339,paper
72,collage649.png,392,392,3,8,1,189,196,paper
73,collage649.png,392,392,3,261,64,327,161,cardboard
74,collage649.png,392,392,3,26,215,159,367,plastic
75,collage649.png,392,392,3,196,196,392,347,plastic
76,collage650.png,392,392,3,10,26,149,165,plastic
77,collage650.png,392,392,3,240,21,350,160,glass
78,collage650.png,392,392,3,14,238,175,361,paper
79,collage650.png,392,392,3,196,196,364,392,cardboard
80,collage651.png,392,392,3,51,1,194,164,metal
81,collage651.png,392,392,3,232,11,331,150,metal
82,collage651.png,392,392,3,12,197,122,390,metal
83,collage651.png,392,392,3,258,268,316,342,glass
84,collage652.png,392,392,3,29,1,195,194,metal
85,collage652.png,392,392,3,237,9,362,178,metal
86,collage652.png,392,392,3,1,195,195,392,paper
87,collage652.png,392,392,3,220,253,353,332,paper
88,collage653.png,392,392,3,2,27,196,195,metal
89,collage653.png,392,392,3,248,47,358,139,plastic
90,collage653.png,392,392,3,31,197,133,392,glass
91,collage653.png,392,392,3,196,197,392,392,cardboard
92,collage654.png,392,392,3,22,31,175,167,plastic
93,collage654.png,392,392,3,270,54,329,140,paper
94,collage654.png,392,392,3,20,200,166,345,metal
95,collage654.png,392,392,3,225,212,362,364,paper
96,collage655.png,392,392,3,41,28,196,196,metal
97,collage655.png,392,392,3,254,9,322,176,plastic
98,collage655.png,392,392,3,1,196,195,392,plastic
99,collage655.png,392,392,3,252,263,300,340,plastic
100,collage656.png,392,392,3,1,1,196,196,paper
101,collage656.png,392,392,3,260,39,390,196,plastic
102,collage656.png,392,392,3,1,197,196,391,cardboard
103,collage656.png,392,392,3,236,251,360,341,plastic
104,collage657.png,392,392,3,1,28,196,195,paper
105,collage657.png,392,392,3,257,20,357,176,plastic
106,collage657.png,392,392,3,15,233,196,392,paper
107,collage657.png,392,392,3,248,246,321,340,glass
108,collage658.png,392,392,3,1,1,195,195,cardboard
109,collage658.png,392,392,3,244,17,337,184,cardboard
110,collage658.png,392,392,3,31,223,167,360,trash
111,collage658.png,392,392,3,205,278,392,369,glass
112,collage659.png,392,392,3,1,1,196,195,plastic
113,collage659.png,392,392,3,198,58,360,195,glass
114,collage659.png,392,392,3,1,224,163,392,paper
115,collage659.png,392,392,3,197,211,391,391,plastic
116,collage660.png,392,392,3,29,69,157,168,metal
117,collage660.png,392,392,3,237,61,313,138,glass
118,collage660.png,392,392,3,1,242,196,391,paper
119,collage660.png,392,392,3,200,195,367,342,plastic
120,collage661.png,392,392,3,36,3,143,185,paper
121,collage661.png,392,392,3,240,56,313,147,plastic
122,collage661.png,392,392,3,1,196,194,390,metal
123,collage661.png,392,392,3,196,195,358,392,plastic
124,collage662.png,392,392,3,61,50,152,197,glass
125,collage662.png,392,392,3,197,1,392,131,plastic
126,collage662.png,392,392,3,48,257,135,334,paper
127,collage662.png,392,392,3,200,293,374,347,glass
128,collage663.png,392,392,3,1,38,191,194,metal
129,collage663.png,392,392,3,242,1,369,165,metal
130,collage663.png,392,392,3,1,196,195,338,paper
131,collage663.png,392,392,3,221,269,324,330,paper
132,collage664.png,392,392,3,47,39,103,153,trash
133,collage664.png,392,392,3,223,31,392,171,paper
134,collage664.png,392,392,3,1,196,120,340,metal
135,collage664.png,392,392,3,270,231,392,392,metal
136,collage665.png,392,392,3,1,1,160,194,paper
137,collage665.png,392,392,3,261,40,363,178,trash
138,collage665.png,392,392,3,64,287,166,392,metal
139,collage665.png,392,392,3,204,195,391,392,paper
140,collage666.png,392,392,3,31,16,136,172,cardboard
141,collage666.png,392,392,3,199,1,372,196,paper
142,collage666.png,392,392,3,44,244,117,341,trash
143,collage666.png,392,392,3,261,244,329,334,plastic
144,collage667.png,392,392,3,17,5,183,197,paper
145,collage667.png,392,392,3,266,68,322,126,glass
146,collage667.png,392,392,3,6,230,135,379,glass
147,collage667.png,392,392,3,196,196,358,390,cardboard
148,collage668.png,392,392,3,50,1,161,156,glass
149,collage668.png,392,392,3,293,1,391,195,metal
150,collage668.png,392,392,3,66,256,120,329,glass
151,collage668.png,392,392,3,244,244,333,350,metal
152,collage669.png,392,392,3,28,38,140,176,paper
153,collage669.png,392,392,3,238,33,315,110,glass
154,collage669.png,392,392,3,54,258,113,338,cardboard
155,collage669.png,392,392,3,197,197,364,390,plastic
156,collage670.png,392,392,3,64,1,121,181,glass
157,collage670.png,392,392,3,212,76,384,152,plastic
158,collage670.png,392,392,3,73,234,113,332,metal
159,collage670.png,392,392,3,196,195,391,346,plastic
160,collage671.png,392,392,3,1,51,196,179,glass
161,collage671.png,392,392,3,239,1,370,190,paper
162,collage671.png,392,392,3,1,196,196,391,cardboard
163,collage671.png,392,392,3,196,196,373,390,paper
164,collage672.png,392,392,3,1,1,178,195,paper
165,collage672.png,392,392,3,238,31,342,169,plastic
166,collage672.png,392,392,3,11,213,196,363,metal
167,collage672.png,392,392,3,243,246,392,388,paper
168,collage673.png,392,392,3,1,9,196,195,paper
169,collage673.png,392,392,3,251,55,334,166,metal
170,collage673.png,392,392,3,73,227,151,392,plastic
171,collage673.png,392,392,3,197,223,391,390,metal
172,collage674.png,392,392,3,1,1,196,194,cardboard
173,collage674.png,392,392,3,231,52,345,161,plastic
174,collage674.png,392,392,3,10,196,195,392,metal
175,collage674.png,392,392,3,211,332,392,392,glass
176,collage675.png,392,392,3,56,1,130,196,metal
177,collage675.png,392,392,3,242,66,308,110,glass
178,collage675.png,392,392,3,61,263,109,320,plastic
179,collage675.png,392,392,3,216,227,355,364,paper
180,collage676.png,392,392,3,66,52,118,152,paper
181,collage676.png,392,392,3,197,1,354,144,cardboard
182,collage676.png,392,392,3,1,256,173,371,cardboard
183,collage676.png,392,392,3,219,240,368,346,glass
184,collage677.png,392,392,3,64,84,114,144,plastic
185,collage677.png,392,392,3,196,1,392,195,cardboard
186,collage677.png,392,392,3,53,256,105,320,glass
187,collage677.png,392,392,3,197,259,344,351,glass
188,collage678.png,392,392,3,65,65,119,129,plastic
189,collage678.png,392,392,3,220,52,332,177,plastic
190,collage678.png,392,392,3,1,196,196,392,cardboard
191,collage678.png,392,392,3,232,202,353,386,metal
192,collage679.png,392,392,3,25,1,169,196,plastic
193,collage679.png,392,392,3,237,32,341,194,glass
194,collage679.png,392,392,3,1,197,187,389,plastic
195,collage679.png,392,392,3,219,207,337,368,metal
196,collage680.png,392,392,3,32,1,128,168,paper
197,collage680.png,392,392,3,196,1,325,196,paper
198,collage680.png,392,392,3,15,247,158,392,plastic
199,collage680.png,392,392,3,200,211,392,388,metal
200,collage681.png,392,392,3,98,73,142,131,trash
201,collage681.png,392,392,3,197,1,352,195,plastic
202,collage681.png,392,392,3,76,237,140,392,glass
203,collage681.png,392,392,3,197,196,391,391,cardboard
204,collage682.png,392,392,3,1,1,195,195,cardboard
205,collage682.png,392,392,3,217,1,373,195,paper
206,collage682.png,392,392,3,10,237,142,389,paper
207,collage682.png,392,392,3,265,195,359,390,glass
208,collage683.png,392,392,3,1,1,195,195,cardboard
209,collage683.png,392,392,3,196,1,391,195,cardboard
210,collage683.png,392,392,3,74,229,155,390,plastic
211,collage683.png,392,392,3,211,195,359,392,paper
212,collage684.png,392,392,3,64,39,137,166,metal
213,collage684.png,392,392,3,235,20,366,180,paper
214,collage684.png,392,392,3,37,232,155,328,glass
215,collage684.png,392,392,3,201,233,384,359,cardboard
216,collage685.png,392,392,3,1,1,154,150,plastic
217,collage685.png,392,392,3,221,68,337,159,cardboard
218,collage685.png,392,392,3,1,195,196,375,plastic
219,collage685.png,392,392,3,258,263,331,361,glass
220,collage686.png,392,392,3,40,18,146,159,paper
221,collage686.png,392,392,3,245,54,325,144,metal
222,collage686.png,392,392,3,1,196,174,383,paper
223,collage686.png,392,392,3,196,196,365,390,paper
224,collage687.png,392,392,3,33,21,164,196,metal
225,collage687.png,392,392,3,248,1,319,163,paper
226,collage687.png,392,392,3,50,196,148,360,paper
227,collage687.png,392,392,3,255,257,310,336,metal
228,collage688.png,392,392,3,29,59,114,125,glass
229,collage688.png,392,392,3,212,31,325,176,plastic
230,collage688.png,392,392,3,2,274,186,392,cardboard
231,collage688.png,392,392,3,254,196,392,346,plastic
232,collage689.png,392,392,3,63,27,121,150,trash
233,collage689.png,392,392,3,248,58,329,138,metal
234,collage689.png,392,392,3,42,236,153,330,trash
235,collage689.png,392,392,3,267,215,391,392,glass
236,collage690.png,392,392,3,66,30,161,153,glass
